"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value"
"8660",9665,2008,"23-Jun-08","Rendezvous Bay Reef","Montserrat",16.8098,-62.207,10,"Bleaching (% of population)",0,"ERG138",0,300.44,0,0,0,0.0349999991158256
"8661",9666,2009,"29-Jun-09","Rendezvous Bay Reef","Montserrat",16.8098,-62.207,11,"Bleaching (% of population)",0,"ERG138",1.12,300.84,0,0,0,0.0429999989137286
"8662",9667,2009,"30-Jun-09","Power Station","Montserrat",16.7914,-62.2165,13,"Bleaching (% of population)",0,"ERG138",1.12,300.84,0,0,0,0.0429999989137286
"8663",9668,2012,"11-Jan-12","North West Bluff","Montserrat",16.8215,-62.206,12,"Bleaching (% of population)",0,"ERG138",3.9,299.89,0,0,0,0.031999999191612
"8664",9669,2012,"10-Jan-12","South Power Station","Montserrat",16.7876,-62.2177,12,"Bleaching (% of population)",0,"ERG138",0,299.9,0,0,0,0.0311999992118217
"8665",9670,2012,"12-Jan-12","Three Anchors","Montserrat",16.7614,-62.2294,13,"Bleaching (% of population)",0,"ERG138",0,299.71,0,0,0,0.0285999992775032
"8666",9671,2013,"19-Jun-13","Hot Springs","St Kitts & Nevis",17.1661,-62.6353,11,"Bleaching (% of population)",0,"ERG138",1.16,300.75,73227,21316,7665,0.0415111100624522
"8667",9672,2014,"25-Jun-14","Hot Springs","St Kitts & Nevis",17.1661,-62.6353,12,"Bleaching (% of population)",80,"ERG138",0,300.65,73227,21316,7665,0.023999999393709
"8668",9673,2015,"22-Jun-15","Hot Springs","St Kitts & Nevis",17.1661,-62.6353,14,"Bleaching (% of population)",0,"ERG138",0,300.11,73227,21316,7665,0.0339999991410878
"8669",9674,2017,"16-Jun-17","Hot Springs","St Kitts & Nevis",17.1661,-62.6353,14,"Bleaching (% of population)",0,"ERG138",1.39,301.46,73227,21316,7665,0.0440714274580906
"8670",9676,2013,"11-Jun-13","Bug's Hole","St Kitts & Nevis",17.2683,-62.6522,10.5,"Bleaching (% of population)",0,"ERG138",0,301.65,22609,0,0,0.0388499990185665
"8671",9677,2014,"19-Jun-14","Buggs Hole","St Kitts & Nevis",17.2231,-62.6606,3.5,"Bleaching (% of population)",0,"ERG138",0,300.65,0,0,0,0.0221999994391808
"8672",9678,2014,"19-Jun-14","Buggs Hole","St Kitts & Nevis",17.2231,-62.6606,11,"Bleaching (% of population)",0,"ERG138",0,300.65,0,0,0,0.0221999994391808
"8673",9679,2015,"18-Jun-15","Buggs Hole","St Kitts & Nevis",17.2231,-62.6606,4.5,"Bleaching (% of population)",0,"ERG138",1.16,300.04,0,0,0,0.0523999986762647
"8674",9680,2015,"18-Jun-15","Buggs Hole","St Kitts & Nevis",17.2231,-62.6606,12.3,"Bleaching (% of population)",0,"ERG138",1.16,300.04,0,0,0,0.0523999986762647
"8675",9681,2017,"09-Jun-17","Buggs Hole","St Kitts & Nevis",17.2231,-62.6606,13,"Bleaching (% of population)",0,"ERG138",1.3,300.17,0,0,0,0.0555999985954259
"8676",9683,2008,"26-May-08","Mushroom Garden Line 1","Netherlands Antilles",17.4628,-62.9775,17,"Bleaching (% of population)",0,"ERG138",0,300.495,0,0,0,0.0339999991410878
"8677",9684,2009,"16-Mar-09","Mushroom Garden Line 1","Netherlands Antilles",17.4628,-62.9775,16,"Bleaching (% of population)",0,"ERG138",0,298.5275,0,0,0,0.0287999992724508
"8678",9685,2008,"17-May-08","Barracuda Reef Line 1","Netherlands Antilles",17.4669,-62.9908,18.5,"Bleaching (% of population)",0,"ERG138",0,300.435,0,0,0,0.0349999991158256
"8679",9686,2009,"03-Mar-09","Barracuda Reef Line 1","Netherlands Antilles",17.4669,-62.9908,16,"Bleaching (% of population)",0,"ERG138",0,298.79125,0,0,0,0.0261999993381323
"8680",9687,2010,"19-Aug-10","Barracuda Reef Line 1","Netherlands Antilles",17.4669,-62.9908,19,"Bleaching (% of population)",0,"ERG138",10.755,303.09125,0,0,0,0.0667999983124901
"8681",9688,2010,"12-Dec-10","Barracuda Reef Line 1","Netherlands Antilles",17.4669,-62.9908,20,"Bleaching (% of population)",3,"ERG138",2.575,300.60875,0,0,0,0.0323999991815072
"8682",9689,2013,"18-Jun-13","Donut","St Kitts & Nevis",17.1861,-62.6806,11,"Bleaching (% of population)",0,"ERG138",2.47,301.23,0,0,0,0.037333332390214
"8683",9690,2014,"24-Jun-14","Donut","St Kitts & Nevis",17.1861,-62.6806,12,"Bleaching (% of population)",0,"ERG138",0,300.6,0,0,0,0.0235999994038139
"8684",9691,2015,"25-Jun-15","Donut","St Kitts & Nevis",17.1861,-62.6806,14,"Bleaching (% of population)",0,"ERG138",1.03,299.92,0,0,0,0.0529999986611074
"8685",9692,2017,"14-Jun-17","Donut","St Kitts & Nevis",17.1861,-62.6806,13,"Bleaching (% of population)",0,"ERG138",2.42,301.63,0,0,0,0.0517333320264394
"8686",9694,2009,"19-May-09","Twin Sisters","Netherlands Antilles",17.5169,-63.0058,15,"Bleaching (% of population)",0,"ERG138",0,300.54,0,0,0,0.0643999983731192
"8687",9695,2008,"28-Apr-08","Le Gallion Bowl","France",18.0713,-63.0101,10,"Bleaching (% of population)",0,"ERG138",0,298.944,35016,34180,9584,0.0246399993775412
"8688",9696,2009,"16-Jun-09","Le Gallion Bowl","France",18.0713,-63.0101,5,"Bleaching (% of population)",0,"ERG138",0.48,300.882,35016,34180,9584,0.060566665136624
"8689",9697,2011,"07-Jan-11","Le Gallion Bowl","France",18.0713,-63.0101,5,"Bleaching (% of population)",7,"ERG138",0.274,299.354,35016,34180,9584,0.0361428562298118
"8690",9698,2011,"20-May-11","Le Gallion Bowl","France",18.0713,-63.0101,7,"Bleaching (% of population)",8,"ERG138",0,300.706,35016,34180,9584,0.0338399991451297
"8691",9699,2012,"31-Aug-12","Le Gallion Bowl","France",18.0713,-63.0101,5.8,"Bleaching (% of population)",1,"ERG138",0,301.072,35016,34180,9584,0.0391999990097247
"8692",9700,2015,"28-Jan-15","Le Gallion Bowl","France",18.0713,-63.0101,10,"Bleaching (% of population)",0,"ERG138",0.71,299.412,35016,34180,9584,0.0492999987545772
"8693",9701,2016,"25-Jan-16","Le Gallion Bowl","France",18.0713,-63.0101,10,"Bleaching (% of population)",10,"ERG138",0.412,299.676,35016,34180,9584,0.0495142844634496
"8694",9702,2017,"15-Feb-17","Le Gallion Bowl","France",18.0713,-63.0101,10,"Bleaching (% of population)",10,"ERG138",1.06,299.286,35016,34180,9584,0.0313999992067693
"8695",9703,2017,"04-Dec-17","Le Gallion Bowl","France",18.0713,-63.0101,10,"Bleaching (% of population)",0,"ERG138",0.204,301.728,35016,34180,9584,0.0531499986573181
"8696",9704,2016,"25-Jan-16","Cayes Vertes","France",18.0909,-63.0106,2,"Bleaching (% of population)",25,"ERG138",2.06,299.92,35016,54,0,0.0495142844634496
"8697",9705,2017,"14-Feb-17","Cayes Vertes","France",18.0909,-63.0106,2,"Bleaching (% of population)",0,"ERG138",2.86,299.32,35016,54,0,0.0313999992067693
"8698",9706,2017,"06-Dec-17","Cayes Vertes","France",18.0909,-63.0106,2,"Bleaching (% of population)",0,"ERG138",1.83,300.55,35016,54,0,0.0531499986573181
"8699",9707,2016,"05-Feb-16","Pinel Sentier Sous-marin","France",18.1029,-63.0161,3,"Bleaching (% of population)",0,"ERG138",2.12,299.05,31670,27,0,0.0375499990514072
"8700",9708,2017,"14-Feb-17","Pinel Sentier Sous-marin","France",18.1029,-63.0161,3,"Bleaching (% of population)",0,"ERG138",2.86,299.32,31670,27,0,0.0313999992067693
"8701",9709,2017,"05-Dec-17","Pinel Sentier Sous-marin","France",18.1029,-63.0161,3,"Bleaching (% of population)",1,"ERG138",0,302.32,31670,27,0,0.0531499986573181
"8702",9710,2016,"05-Feb-16","Rocher Creole Nord","France",18.1184,-63.0566,10,"Bleaching (% of population)",0,"ERG138",1.098333333,299.3166667,0,0,0,0.0373999990551965
"8703",9711,2017,"15-Feb-17","Rocher Creole Nord","France",18.1184,-63.0566,10,"Bleaching (% of population)",0,"ERG138",1.141666667,299.58,0,0,0,0.0297999992471887
"8704",9712,2017,"05-Dec-17","Rocher Creole Nord","France",18.1184,-63.0566,10,"Bleaching (% of population)",0,"ERG138",0.971666667,301.7316667,0,0,0,0.0497999987419462
"8705",9713,2009,"21-May-09","Bronco Billy","BVI",18.4933,-64.4603,10,"Bleaching (% of population)",0,"ERG138",0,300.38,0,0,0,0.0555999985954259
"8706",9714,2010,"18-May-10","Bronco Billy","BVI",18.4933,-64.4603,3,"Bleaching (% of population)",80,"ERG138",12.41,301.13,0,0,0,0.0411999989592005
"8707",9715,2010,"18-May-10","Bronco Billy","BVI",18.4933,-64.4603,10,"Bleaching (% of population)",0,"ERG138",12.41,301.13,0,0,0,0.0411999989592005
"8708",9716,2011,"27-May-11","Bronco Billy","BVI",18.4933,-64.4603,3,"Bleaching (% of population)",0,"ERG138",0,301.14,0,0,0,0.0367999990703538
"8709",9717,2011,"27-May-11","Bronco Billy","BVI",18.4933,-64.4603,10,"Bleaching (% of population)",0,"ERG138",0,301.14,0,0,0,0.0367999990703538
"8710",9718,2012,"19-May-12","Bronco Billy","BVI",18.4933,-64.4603,3,"Bleaching (% of population)",0,"ERG138",0,300.26,0,0,0,0.0373999990551965
"8711",9719,2012,"19-May-12","Bronco Billy","BVI",18.4933,-64.4603,10,"Bleaching (% of population)",0,"ERG138",0,300.26,0,0,0,0.0373999990551965
"8712",9720,2010,"27-May-10","Diamond","BVI",18.4653,-64.5261,3,"Bleaching (% of population)",0,"ERG138",11.76,301.18,30098,5492,0,0.042533332258851
"8713",9721,2010,"27-May-10","Diamond","BVI",18.4653,-64.5261,10,"Bleaching (% of population)",0,"ERG138",11.76,301.18,30098,5492,0,0.042533332258851
"8714",9722,2008,"12-Jun-08","Spyglass","BVI",18.3246,-64.6027,10,"Bleaching (% of population)",65,"ERG138",1.02,300.42,0,0,0,0.0340666658060703
"8715",9723,2008,"17-Jun-08","Spyglass","BVI",18.3246,-64.6027,3,"Bleaching (% of population)",40,"ERG138",1.02,300.42,0,0,0,0.0340666658060703
"8716",9724,2010,"19-May-10","Spyglass","BVI",18.3246,-64.6027,3,"Bleaching (% of population)",1,"ERG138",8.94,301.55,0,0,0,0.0284666659475382
"8717",9725,2010,"19-May-10","Spyglass","BVI",18.3246,-64.6027,10,"Bleaching (% of population)",32,"ERG138",8.94,301.55,0,0,0,0.0284666659475382
"8718",9726,2012,"30-Apr-12","Spyglass","BVI",18.3246,-64.6027,3,"Bleaching (% of population)",0,"ERG138",0,299.73,0,0,0,0.0345999991259305
"8719",9727,2012,"30-Apr-12","Spyglass","BVI",18.3246,-64.6027,10,"Bleaching (% of population)",0,"ERG138",0,299.73,0,0,0,0.0345999991259305
"8720",9728,2010,"20-May-10","Pelican Island","BVI",18.3317,-64.6273,3,"Bleaching (% of population)",0,"ERG138",10.52,301.91,0,0,0,0.0315333325367343
"8721",9729,2010,"20-May-10","Pelican Island","BVI",18.3317,-64.6273,10,"Bleaching (% of population)",0,"ERG138",10.52,301.91,0,0,0,0.0315333325367343
"8722",9730,2011,"11-May-11","Pelican Island","BVI",18.3317,-64.6273,3,"Bleaching (% of population)",0,"ERG138",0,300.87,0,0,0,0.0311999992118217
"8723",9731,2011,"11-May-11","Pelican Island","BVI",18.3317,-64.6273,10,"Bleaching (% of population)",0,"ERG138",0,300.87,0,0,0,0.0311999992118217
"8724",9732,2012,"29-Apr-12","Pelican Island","BVI",18.3317,-64.6273,3,"Bleaching (% of population)",0,"ERG138",0,298.72,0,0,0,0.0349999991158256
"8725",9733,2012,"29-Apr-12","Pelican Island","BVI",18.3317,-64.6273,10,"Bleaching (% of population)",0,"ERG138",0,298.72,0,0,0,0.0349999991158256
"8726",9734,2008,"27-May-08","Diamond Reef","BVI",18.7717,-64.878,3,"Bleaching (% of population)",0,"ERG138",0,300.27,0,0,0,0.0249999993684469
"8727",9735,2008,"27-May-08","Diamond Reef","BVI",18.7717,-64.878,10,"Bleaching (% of population)",0,"ERG138",0,300.27,0,0,0,0.0249999993684469
"8728",9736,2009,"13-May-09","Diamond Reef","BVI",18.7717,-64.878,3,"Bleaching (% of population)",15,"ERG138",0,299.23,0,0,0,0.0853999978426145
"8729",9737,2009,"13-May-09","Diamond Reef","BVI",18.7717,-64.878,10,"Bleaching (% of population)",8,"ERG138",0,299.23,0,0,0,0.0853999978426145
"8730",9738,2011,"12-May-11","Diamond Reef","BVI",18.7717,-64.878,3,"Bleaching (% of population)",0,"ERG138",0,299.29,0,0,0,0.0359999990905635
"8731",9739,2011,"12-May-11","Diamond Reef","BVI",18.7717,-64.878,10,"Bleaching (% of population)",0,"ERG138",0,299.29,0,0,0,0.0359999990905635
"8732",9740,2012,"09-May-12","Diamond Reef","BVI",18.7717,-64.878,3,"Bleaching (% of population)",0,"ERG138",0,299.19,0,0,0,0.0273999993078178
"8733",9741,2012,"09-May-12","Diamond Reef","BVI",18.7717,-64.878,10,"Bleaching (% of population)",0,"ERG138",0,299.19,0,0,0,0.0273999993078178
"8734",9742,2015,"24-Jun-15","Balneario de Sunbay","Puerto Rico",18.0882,-65.4619,5.3,"Bleaching (% of population)",0,"ERG138",0.556,300.822,422282,43847,0,0.042033332271482
"8735",9743,2015,"24-Jun-15","Balneario de Sunbay","Puerto Rico",18.0882,-65.4619,8.3,"Bleaching (% of population)",0,"ERG138",0.556,300.822,422282,43847,0,0.042033332271482
"8736",9744,2015,"13-Mar-15","Palomino","Puerto Rico",18.3478,-65.5708,1.7,"Bleaching (% of population)",0,"ERG138",0,299.39,0,0,0,0.0773999980447115
"8737",9745,2015,"13-Mar-15","Palomino","Puerto Rico",18.3478,-65.5708,5.8,"Bleaching (% of population)",0,"ERG138",0,299.39,0,0,0,0.0773999980447115
"8738",9746,2017,"11-Apr-17","Palomino","Puerto Rico",18.3478,-65.5708,2.3,"Bleaching (% of population)",0,"ERG138",2.82,299.82,0,0,0,0.0575599985459121
"8739",9747,2017,"11-Apr-17","Palomino","Puerto Rico",18.3478,-65.5708,5.3,"Bleaching (% of population)",0,"ERG138",2.82,299.82,0,0,0,0.0575599985459121
"8740",9748,2014,"19-May-14","Caja de Muertos","Puerto Rico",17.8989,-66.0153,2.3,"Bleaching (% of population)",95,"ERG138",1.07,301.48,0,0,0,0.029199999262346
"8741",9749,2015,"13-Mar-15","Caja de Muertos","Puerto Rico",17.8989,-66.0153,1.4,"Bleaching (% of population)",8,"ERG138",1.02,299.41,0,0,0,0.0277999992977129
"8742",9750,2015,"13-Mar-15","Caja de Muertos","Puerto Rico",17.8989,-66.0153,2.9,"Bleaching (% of population)",8,"ERG138",1.02,299.41,0,0,0,0.0277999992977129
"8743",9751,2014,"16-Jun-14","Marine Reserve Isla Verde","Puerto Rico",18.4499,-66.0154,1.5,"Bleaching (% of population)",0,"ERG138",2.743333333,301.33,1435158,165117,0,0.038599999024882
"8744",9752,2014,"16-Jun-14","Marine Reserve Isla Verde","Puerto Rico",18.4499,-66.0154,3.3,"Bleaching (% of population)",30,"ERG138",2.743333333,301.33,1435158,165117,0,0.038599999024882
"8745",9753,2017,"27-Apr-17","Punta Salinas","Puerto Rico",18.4745,-66.1874,2.1,"Bleaching (% of population)",0,"ERG138",1.42,300.65,1385750,165214,0,0.184399995341664
"8746",9754,2017,"27-Apr-17","Punta Salinas","Puerto Rico",18.4745,-66.1874,3.7,"Bleaching (% of population)",57,"ERG138",1.42,300.65,1385750,165214,0,0.184399995341664
"8747",9755,2014,"30-Apr-14","Balneario Cerro Gordo, Vega Alta","Puerto Rico",18.4829,-66.3424,1.5,"Bleaching (% of population)",0,"ERG138",2.0425,300.5325,740703,41024,36805,0.0497199987439672
"8748",9756,2014,"30-Apr-14","Balneario Cerro Gordo, Vega Alta","Puerto Rico",18.4829,-66.3424,6,"Bleaching (% of population)",20,"ERG138",2.0425,300.5325,740703,41024,36805,0.0497199987439672
"8749",9757,2014,"22-Jun-14","Escambron","Puerto Rico",18.469,-66.0908,1.3,"Bleaching (% of population)",20,"ERG138",4.58,301.33,207192,0,0,0.0597999984893249
"8750",9758,2015,"23-May-15","Escambron","Puerto Rico",18.469,-66.0908,1.7,"Bleaching (% of population)",0,"ERG138",1.12,300.45,207192,0,0,0.0829999979032436
"8751",9759,2015,"23-May-15","Escambron","Puerto Rico",18.469,-66.0908,3.2,"Bleaching (% of population)",0,"ERG138",1.12,300.45,207192,0,0,0.0829999979032436
"8752",9760,2016,"21-May-16","Escambron","Puerto Rico",18.469,-66.0908,2.3,"Bleaching (% of population)",1,"ERG138",2.79,300.98,207192,0,0,0.0541999986307928
"8753",9761,2016,"02-Jun-16","Escambron","Puerto Rico",18.469,-66.0908,4.7,"Bleaching (% of population)",0,"ERG138",3.81,300.3,207192,0,0,0.0309999992168741
"8754",9762,2017,"12-Apr-17","Escambron","Puerto Rico",18.469,-66.0908,2.3,"Bleaching (% of population)",0,"ERG138",1.45,299.82,207192,0,0,0.0551999986055307
"8755",9763,2017,"12-Apr-17","Escambron","Puerto Rico",18.469,-66.0908,4.7,"Bleaching (% of population)",0,"ERG138",1.45,299.82,207192,0,0,0.0551999986055307
"8756",9764,2017,"12-Jun-17","Cayo Coral","Puerto Rico",17.935,-66.8844,3.3,"Bleaching (% of population)",0,"ERG138",0,301.32,237708,23041,0,0.063999998383224
"8757",9765,2017,"03-Nov-17","Cayo Coral","Puerto Rico",17.935,-66.8844,3.3,"Bleaching (% of population)",0,"ERG138",0,301.67,237708,23041,0,0.0789999980042921
"8758",9766,2017,"30-Jun-17","Efra's Wall","Puerto Rico",17.885,-66.9517,18.3,"Bleaching (% of population)",0,"ERG138",1.62,301.32,0,0,0,0.0379999990400393
"8759",9767,2017,"26-Oct-17","Efra's Wall","Puerto Rico",17.885,-66.9517,19,"Bleaching (% of population)",8,"ERG138",1.03,301.76,0,0,0,0.0839999978779815
"8760",9768,2017,"13-Jul-17","Turrumote II","Puerto Rico",17.9186,-66.9686,5,"Bleaching (% of population)",0,"ERG138",0,300.95,22251,0,0,0.0541999986307928
"8761",9769,2017,"26-Oct-17","Turrumote II","Puerto Rico",17.9186,-66.9686,6,"Bleaching (% of population)",1,"ERG138",1.01,301.53,22251,0,0,0.260199993426795
"8762",9770,2017,"05-Jul-17","Richie's Site","Puerto Rico",17.9186,-67.0192,5,"Bleaching (% of population)",0,"ERG138",1.13,301.17,0,0,0,0.0875999977870379
"8763",9771,2017,"27-Oct-17","Richie's Site","Puerto Rico",17.9186,-67.0192,5,"Bleaching (% of population)",17,"ERG138",1.1,301.57,0,0,0,0.213199994614115
"8764",9772,2017,"08-May-17","Cayo Enrique","Puerto Rico",17.9553,-67.0531,3.3,"Bleaching (% of population)",2,"ERG138",0,300.8866667,368425,15998,45,0.0695999982417561
"8765",9773,2017,"09-May-17","Cayo Enrique","Puerto Rico",17.9553,-67.0531,10,"Bleaching (% of population)",0,"ERG138",0,300.8866667,368425,15998,45,0.0695999982417561
"8766",9774,2017,"27-Jul-17","Cayo Enrique","Puerto Rico",17.9553,-67.0531,8.3,"Bleaching (% of population)",0,"ERG138",0.376666667,302.77,368425,15998,45,0.0781999980245018
"8767",9775,2017,"15-Sep-17","Cayo Enrique","Puerto Rico",17.9553,-67.0531,3.3,"Bleaching (% of population)",11,"ERG138",1.613333333,302.73,368425,15998,45,0.0711999982013367
"8768",9776,2017,"31-Oct-17","Cayo Enrique","Puerto Rico",17.9553,-67.0531,8.3,"Bleaching (% of population)",0,"ERG138",0.366666667,301.5166667,368425,15998,45,0.160599995942903
"8769",9777,2011,"01-May-11","Ancla, Cabeza de Toro","Dominican Republic",18.6588,-68.3419,10.5,"Bleaching (% of population)",0,"ERG138",0,298.85,814507,0,0,0.0219999994442333
"8770",9778,2011,"01-May-11","Monica Wreck, Cabeza de Toro","Dominican Republic",18.6586,-68.3453,12,"Bleaching (% of population)",0,"ERG138",0,298.85,948385,13599,0,0.0219999994442333
"8771",9779,2008,"03-May-08","Cabeza de Toro","Dominican Republic",18.6573,-68.3585,4,"Bleaching (% of population)",0,"ERG138",0,299.79,1035795,661749,0,0.0297999992471887
"8772",9781,2011,"30-Apr-11","Coral Garden, Bavaro","Dominican Republic",18.6835,-68.3932,13,"Bleaching (% of population)",0,"ERG138",0,299.41,724003,798,0,0.023999999393709
"8773",9783,2010,"11-Apr-10","Coral Garden, Bavaro","Dominican Republic",18.7221,-68.4425,10,"Bleaching (% of population)",0,"ERG138",5.22,299.13,0,0,0,0.0242799993866356
"8774",9784,2008,"04-May-08","Eastpoint","Netherlands Antilles",12.041,-68.7508,6,"Bleaching (% of population)",0,"ERG137",0,299.4383333,140,140,140,0.0273555548644961
"8775",9785,2008,"04-May-08","Eastpoint","Netherlands Antilles",12.041,-68.7508,12,"Bleaching (% of population)",0,"ERG137",0,299.4383333,140,140,140,0.0273555548644961
"8776",9786,2011,"15-May-11","Eastpoint","Netherlands Antilles",12.041,-68.7508,6,"Bleaching (% of population)",0,"ERG137",0.643333333,300.715,140,140,140,0.0327999991714023
"8777",9787,2011,"15-May-11","Eastpoint","Netherlands Antilles",12.041,-68.7508,12,"Bleaching (% of population)",0,"ERG137",0.643333333,300.715,140,140,140,0.0327999991714023
"8778",9788,2011,"12-Nov-11","Eastpoint","Netherlands Antilles",12.041,-68.7508,6,"Bleaching (% of population)",5,"ERG137",3.685,301.9233333,140,140,140,0.0351999991107732
"8779",9789,2011,"12-Nov-11","Eastpoint","Netherlands Antilles",12.041,-68.7508,12,"Bleaching (% of population)",0,"ERG137",3.685,301.9233333,140,140,140,0.0351999991107732
"8780",9790,2012,"24-Nov-12","Eastpoint","Netherlands Antilles",12.041,-68.7508,6,"Bleaching (% of population)",0,"ERG137",4.051666667,301.6016667,140,140,140,0.0336333324836839
"8781",9791,2012,"24-Nov-12","Eastpoint","Netherlands Antilles",12.041,-68.7508,12,"Bleaching (% of population)",0,"ERG137",4.051666667,301.6016667,140,140,140,0.0336333324836839
"8782",9792,2013,"16-Nov-13","Eastpoint","Netherlands Antilles",12.041,-68.7508,12,"Bleaching (% of population)",0,"ERG137",5.716666667,301.8016667,140,140,140,0.0336999991486664
"8783",9793,2014,"22-Nov-14","Eastpoint","Netherlands Antilles",12.041,-68.7508,6,"Bleaching (% of population)",2,"ERG137",0.59,301.0366667,140,140,140,0.0334333324887363
"8784",9794,2014,"22-Nov-14","Eastpoint","Netherlands Antilles",12.041,-68.7508,12,"Bleaching (% of population)",0,"ERG137",0.59,301.0366667,140,140,140,0.0334333324887363
"8785",9795,2010,"24-Jan-10","Los Negros Seaward","Dominican Republic",18.9967,-68.7949,20,"Bleaching (% of population)",0,"ERG138",3.86,300.04,741233,28945,0,0.0453999988530995
