"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","area4km","area2km","area1km","kd490_value","MPA","STATUS_YR","gmw1km"
"5748",2016,"18-Oct-16","Pisang East","Indonesia",-4.49917,129.938,5,"Bleaching (% of population)",0,"ERG038",9.16,302.04,0,0,0,0.0367999990703538,"Non MPA","Non MPA",NA
"5749",2016,"18-Oct-16","Pisang East","Indonesia",-4.49917,129.938,10,"Bleaching (% of population)",0,"ERG038",9.16,302.04,0,0,0,0.0367999990703538,"Non MPA","Non MPA",NA
"5750",2017,"08-Apr-17","Pisang East","Indonesia",-4.49778,129.938,5,"Bleaching (% of population)",0,"ERG038",3.24,302.58,0,0,0,0.0365999990754062,"Non MPA","Non MPA",NA
"5751",2017,"08-Apr-17","Pisang East","Indonesia",-4.49778,129.938,10,"Bleaching (% of population)",0,"ERG038",3.24,302.58,0,0,0,0.0365999990754062,"Non MPA","Non MPA",NA
"5752",2017,"22-Apr-17","Pantai Wali","Indonesia",-4.5125,129.938,4,"Bleaching (% of population)",0,"ERG038",2.77,301.57,0,0,0,0.0365999990754062,"MPA","MPA",NA
"5753",2017,"22-Apr-17","Pantai Wali","Indonesia",-4.5125,129.938,10,"Bleaching (% of population)",0,"ERG038",2.77,301.57,0,0,0,0.0365999990754062,"MPA","MPA",NA
"5756",2016,"24-Apr-16","Pulau Pisang West","Indonesia",-4.49639,129.934,5,"Bleaching (% of population)",0,"ERG038",2.74,302.55,0,0,0,0.0329999991663499,"MPA","MPA",NA
"5757",2016,"24-Apr-16","Pulau Pisang West","Indonesia",-4.49639,129.934,10,"Bleaching (% of population)",0,"ERG038",2.74,302.55,0,0,0,0.0329999991663499,"MPA","MPA",NA
"5759",2016,"19-Mar-16","Pohon Miring","Indonesia",-4.51056,129.946,5,"Bleaching (% of population)",100,"ERG038",6.12,303.08,0,0,0,0.0387999990198296,"Non MPA","Non MPA",NA
"5760",2016,"19-Mar-16","Pohon Miring","Indonesia",-4.51056,129.946,10,"Bleaching (% of population)",9,"ERG038",6.12,303.08,0,0,0,0.0387999990198296,"Non MPA","Non MPA",NA
"5761",2016,"20-Sep-16","Pohon Miring","Indonesia",-4.51056,129.946,5,"Bleaching (% of population)",0,"ERG038",6.11,301.31,0,0,0,0.0469999988126801,"Non MPA","Non MPA",NA
"5762",2016,"20-Sep-16","Pohon Miring","Indonesia",-4.51056,129.946,10,"Bleaching (% of population)",0,"ERG038",6.11,301.31,0,0,0,0.0469999988126801,"Non MPA","Non MPA",NA
"5763",2017,"07-Apr-17","Pohon Miring","Indonesia",-4.51056,129.946,5,"Bleaching (% of population)",0,"ERG038",3.66,302.58,0,0,0,0.0365999990754062,"Non MPA","Non MPA",NA
"5764",2017,"07-Apr-17","Pohon Miring","Indonesia",-4.51056,129.946,10,"Bleaching (% of population)",0,"ERG038",3.66,302.58,0,0,0,0.0365999990754062,"Non MPA","Non MPA",NA
"5765",2016,"09-Feb-16","Karnofol","Indonesia",-4.52972,129.954,5,"Bleaching (% of population)",9,"ERG038",6.55,303.33,0,0,0,0.0370176091277496,"Non MPA","Non MPA",NA
"5766",2016,"09-Feb-16","Karnofol","Indonesia",-4.52972,129.954,10,"Bleaching (% of population)",0,"ERG038",6.55,303.33,0,0,0,0.0370176091277496,"Non MPA","Non MPA",NA
"5767",2017,"30-Nov-17","Karnofol","Indonesia",-4.52972,129.954,5,"Bleaching (% of population)",0,"ERG038",4.47,302.17,0,0,0,0.0473951595355009,"Non MPA","Non MPA",NA
"5768",2017,"30-Nov-17","Karnofol","Indonesia",-4.52972,129.954,10,"Bleaching (% of population)",0,"ERG038",4.47,302.17,0,0,0,0.0473951595355009,"Non MPA","Non MPA",NA
"5771",2016,"19-Feb-16","Hatta Goa","Indonesia",-4.57806,130.036,7,"Bleaching (% of population)",0,"ERG038",4.48,302.24,0,0,0,0.0429999989137286,"Non MPA","Non MPA",NA
"5801",2016,"30-Apr-16","Opal Reef - Bashful Bommie (Back reef slope) Site 1","Australia",-16.2417,145.864,7,"Bleaching (% of population)",225,"ERG078",13.9,300.33,0,0,0,0.0380438740204151,"MPA","MPA",NA
"5802",2017,"30-Apr-17","Opal Reef - Bashful Bommie (Back reef slope) Site 1","Australia",-16.2417,145.864,5,"Bleaching (% of population)",124,"ERG078",7.43,299.17,0,0,0,0.0741999981255503,"MPA","MPA",NA
"5809",2017,"01-May-17","Low Isles Reef - Low Isles (Fringing reef leeward) Site 1","Australia",-16.3772,145.558,4,"Bleaching (% of population)",260,"ERG078",7.25,299.28,302738,276115,0,0.145599996321835,"MPA","MPA",NA
"5811",2017,"01-May-17","Low Isles Reef - Low Isles (Fringing reef leeward) Site 2","Australia",-16.3772,145.558,4,"Bleaching (% of population)",140,"ERG078",7.25,299.28,302738,276115,0,0.145599996321835,"MPA","MPA",NA
"5825",2017,"30-Apr-17","Opal Reef - The Wedge (Back reef slope) Site 1","Australia",-16.2419,145.862,5,"Bleaching (% of population)",171,"ERG078",7.43,299.17,0,0,0,0.0741999981255503,"MPA","MPA",NA
"5826",2017,"30-Apr-17","Opal Reef - Split Bommie (Back reef wall) Site1","Australia",-16.2309,145.868,4,"Bleaching (% of population)",141,"ERG078",7.43,299.17,0,0,0,0.0741999981255503,"MPA","MPA",NA
"5831",2016,"30-Apr-16","Opal Reef - SNO (South North Opal) (Back reef slope) Site 2","Australia",-16.25,145.833,7,"Bleaching (% of population)",210,"ERG078",15.02,301.07,0,0,0,0.0380286212615384,"MPA","MPA",NA
"5832",2016,"30-Oct-16","Michaelmas Reef - Michaelmas Reef (Lagoon) Site 1","Australia",-16,145.967,4,"Bleaching (% of population)",6,"ERG078",6.41,299.5,0,0,0,0.0301999992370838,"MPA","MPA",NA
"5833",2016,"29-Oct-16","Paradise Reef - Breaking Patches (Back reef slope) Site 1","Australia",-16.5667,145.983,4,"Bleaching (% of population)",16,"ERG078",7.95,300.02,0,0,0,0.0529999986611074,"MPA","MPA",NA
"5834",2017,"29-Oct-17","Fitzroy Island - Spot X (Fringing reef leeward) Site 1","Australia",-16.9322,145.987,1,"Bleaching (% of population)",65,"ERG078",5.19,300.79,0,0,0,0.0621999984286958,"MPA","MPA",NA
"5837",2016,"17-Apr-16","Norman Reef - Norman Reef Middle Mooring (Back reef wall) Site 1","Australia",-16.4208,145.996,5,"Bleaching (% of population)",240,"ERG078",13.12,301.16,0,0,0,0.0711999982013367,"MPA","MPA",NA
"5838",2017,"02-Apr-17","Norman Reef - Norman Reef Middle Mooring (Back reef wall) Site 1","Australia",-16.4208,145.996,5,"Bleaching (% of population)",310,"ERG078",8.92,302.14,0,0,0,0.071999998181127,"MPA","MPA",NA
"5839",2016,"17-Apr-16","Hastings Reef - North Hastings A (Back reef wall) Site 1","Australia",-16.5192,146.006,4,"Bleaching (% of population)",235,"ERG078",12.74,300.91,0,0,0,0.0815999979386106,"MPA","MPA",NA
"5841",2017,"02-Apr-17","Hastings Reef - North Hastings B (Back reef wall) Site 1","Australia",-16.5125,146.001,5,"Bleaching (% of population)",303,"ERG078",5.7,301.66,0,0,0,0.07339999814576,"MPA","MPA",NA
"5846",2016,"17-Apr-16","Moore Reef - Reef Magic Pontoon (Back reef slope) Site 1","Australia",-16.8725,146.204,3,"Bleaching (% of population)",290,"ERG078",12.86,300.8,0,0,0,0.0857999978325097,"MPA","MPA",NA
"5847",2016,"30-Oct-16","Moore Reef - Reef Magic Pontoon (Back reef slope) Site 1","Australia",-16.8725,146.204,3,"Bleaching (% of population)",40,"ERG078",6.91,299.75,0,0,0,0.053199998656055,"MPA","MPA",NA
"5848",2017,"01-Apr-17","Moore Reef - Reef Magic Pontoon (Back reef slope) Site 1","Australia",-16.8725,146.204,3,"Bleaching (% of population)",382,"ERG078",6.11,302.29,0,0,0,0.0685999982670182,"MPA","MPA",NA
"5849",2017,"28-Oct-17","Moore Reef - Reef Magic Pontoon (Back reef slope) Site 1","Australia",-16.8725,146.204,3,"Bleaching (% of population)",14,"ERG078",3.28,300.93,0,0,0,0.0423999989288859,"MPA","MPA",NA
"5850",2016,"30-Oct-16","Moore Reef - Reef Magic Pontoon (Back reef wall) Site 3","Australia",-16.8725,146.204,7,"Bleaching (% of population)",35,"ERG078",6.91,299.75,0,0,0,0.053199998656055,"MPA","MPA",NA
"5851",2017,"01-Apr-17","Moore Reef - Reef Magic Pontoon (Back reef wall) Site 3","Australia",-16.8725,146.204,7,"Bleaching (% of population)",364,"ERG078",6.11,302.29,0,0,0,0.0685999982670182,"MPA","MPA",NA
"5856",2017,"18-Mar-17","Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 2","Australia",-19.1981,146.815,5,"Bleaching (% of population)",4,"ERG078",17.39,303.57,312935,0,0,0.180799995432608,"MPA","MPA",NA
"5859",2016,"25-Jun-16","Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 1","Australia",-19.1983,146.815,3,"Bleaching (% of population)",230,"ERG078",14.39,296.98,307631,0,0,0.178399995493237,"MPA","MPA",NA
"5860",2017,"18-Mar-17","Magnetic Island Reefs - Middle Reef (Fringing reef seaward) Site 1","Australia",-19.1983,146.815,3,"Bleaching (% of population)",4,"ERG078",17.39,303.57,307631,0,0,0.180799995432608,"MPA","MPA",NA
"5867",2016,"10-Apr-16","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 1","Australia",-19.1692,146.847,5,"Bleaching (% of population)",19,"ERG078",3.27,300.69,301703,1923,0,0.199399994962732,"MPA","MPA",NA
"5868",2017,"09-Jun-17","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 1","Australia",-19.1692,146.847,4,"Bleaching (% of population)",14,"ERG078",5.73,296.25,301703,1923,0,0.212599994629272,"MPA","MPA",NA
"5872",2016,"09-Apr-16","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 1","Australia",-19.1483,146.87,6,"Bleaching (% of population)",33,"ERG078",5.89,300.69,0,0,0,0.196599995033466,"MPA","MPA",NA
"5873",2017,"09-Jun-17","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 1","Australia",-19.1483,146.87,4,"Bleaching (% of population)",8,"ERG078",3.84,295.33,0,0,0,0.199999994947575,"MPA","MPA",NA
"5876",2016,"09-Apr-16","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 2","Australia",-19.1483,146.87,3,"Bleaching (% of population)",18,"ERG078",5.89,300.69,0,0,0,0.196599995033466,"MPA","MPA",NA
"5877",2017,"09-Jun-17","Magnetic Island Reefs - Alma Bay (Fringing reef leeward) Site 2","Australia",-19.1483,146.87,4,"Bleaching (% of population)",9,"ERG078",3.84,295.33,0,0,0,0.199999994947575,"MPA","MPA",NA
"5878",2016,"26-Jun-16","Magnetic Island Reefs - Florence Bay (Fringing reef leeward) Site 1","Australia",-19.1219,146.881,3,"Bleaching (% of population)",20,"ERG078",14.07,296.98,0,0,0,0.197599995008204,"MPA","MPA",NA
"5879",2016,"12-Oct-16","John Brewer Reef - John Brewer (Back reef crest) Site 1","Australia",-18.9561,146.956,3,"Bleaching (% of population)",70,"ERG078",0,299.77,0,0,0,0.0475999987975229,"MPA","MPA",NA
"5880",2017,"15-Oct-17","Magnetic Island Reefs - Nelly Bay (Fringing reef leeward) Site 4","Australia",-19.1694,146.847,2,"Bleaching (% of population)",2,"ERG078",15.59,300.76,301170,1995,0,0.219599994452437,"MPA","MPA",NA
"5881",2017,"07-Jul-17","Lodestone Reef - Gemmas Bommie (Back reef slope) Site 1","Australia",-19.1707,146.848,5,"Bleaching (% of population)",0,"ERG078",3.7,296.47,281895,1155,0,0.18559999531135,"MPA","MPA",NA
"5882",2016,"26-Jun-16","Magnetic Island Reefs - Geoffrey Bay (Fringing reef leeward) Site 4","Australia",-19.1543,146.866,1,"Bleaching (% of population)",80,"ERG078",14.07,296.98,0,0,0,0.179399995467975,"MPA","MPA",NA
"5883",2017,"19-Mar-17","Magnetic Island Reefs - Geoffrey Bay (Fringing reef leeward) Site 4","Australia",-19.1543,146.866,3,"Bleaching (% of population)",24,"ERG078",10.24,304.27,0,0,0,0.180199995447765,"MPA","MPA",NA
"5887",2017,"19-Mar-17","Magnetic Island Reefs - Florence Bay (Fringing reef leeward) Site 2","Australia",-19.1227,146.881,3,"Bleaching (% of population)",25,"ERG078",10.24,304.27,0,0,0,0.0897999977314612,"MPA","MPA",NA
"5888",2017,"07-Jul-17","Lodestone Reef - South Reef (Back reef slope) Site 1","Australia",-18.6872,147.097,4,"Bleaching (% of population)",0,"ERG078",0,297.16,0,0,0,0.0435999988985714,"MPA","MPA",NA
"5889",2017,"08-Jul-17","Wheeler Reef - Students Bommie (Back reef slope) Site 1","Australia",-18.7979,147.521,8,"Bleaching (% of population)",2,"ERG078",0,297.04,0,0,0,0.0403999989794102,"MPA","MPA",NA
"5891",2017,"08-Jul-17","Wheeler Reef - The Mooring (Back reef slope) Site 1","Australia",-18.7949,147.521,4,"Bleaching (% of population)",9,"ERG078",0,297.04,0,0,0,0.0403999989794102,"MPA","MPA",NA
"5893",2017,"09-Jul-17","Keeper Reef - Horseshoe (Back reef wall) Site 1","Australia",-18.7974,147.52,5,"Bleaching (% of population)",0,"ERG078",0,297.04,0,0,0,0.037199999060249,"MPA","MPA",NA
"5894",2017,"09-Jul-17","Keeper Reef - North Crest (Reef flat) Site 1","Australia",-18.796,147.521,2,"Bleaching (% of population)",0,"ERG078",0,297.04,0,0,0,0.0403999989794102,"MPA","MPA",NA
"5897",2016,"23-Apr-16","Hayman Island Reefs - Blue Pearl Bay (Fringing reef leeward) Site 1","Australia",-20.039,148.876,4,"Bleaching (% of population)",160,"ERG078",7.37,299.88,0,0,0,0.0336024980355561,"MPA","MPA",NA
"5899",2017,"06-Aug-17","Daydream Island - Lovers Cove (Fringing reef leeward) Site 1","Australia",-20.2526,148.813,2,"Bleaching (% of population)",135,"ERG078",3.84,296.38,8035,0,0,0.0643999983731192,"MPA","MPA",NA
"5901",2017,"06-Aug-17","Daydream Island - South East Reef (Fringing reef leeward) Site 1","Australia",-20.2594,148.815,2,"Bleaching (% of population)",4,"ERG078",3.84,296.38,9435,0,0,0.0643999983731192,"MPA","MPA",NA
"5906",2016,"23-Apr-16","Hook Island - Luncheon Bay (Fringing reef leeward) Site 1","Australia",-20.0658,148.948,7,"Bleaching (% of population)",37,"ERG078",38.18,299.31,0,0,0,0.0803999979689252,"MPA","MPA",NA
"5907",2016,"28-May-16","Bait Reef - Garys Inlet (Back reef wall) Site 1","Australia",-19.8076,149.063,4,"Bleaching (% of population)",19,"ERG078",6.27,299.34,0,0,0,0.0981999975192593,"MPA","MPA",NA
"5908",2017,"07-Aug-17","Bait Reef - Banjoras Pond (Lagoon) Site 1","Australia",-19.8131,149.066,2,"Bleaching (% of population)",5,"ERG078",1.28,296.51,0,0,0,0.0621999984286958,"MPA","MPA",NA
"5909",2016,"28-May-16","Bait Reef - Garys South Wall (Back reef wall) Site 1","Australia",-19.8178,149.066,5,"Bleaching (% of population)",38,"ERG078",6.27,299.34,0,0,0,0.0981999975192593,"MPA","MPA",NA
"5910",2017,"07-Aug-17","Bait Reef - Garys South Wall (Back reef wall) Site 1","Australia",-19.8178,149.066,5,"Bleaching (% of population)",47,"ERG078",1.28,296.51,0,0,0,0.0621999984286958,"MPA","MPA",NA
"5912",2016,"12-Oct-16","Otaha","French Polynesia",-17.6564,-149.603,2,"Bleaching (% of population)",0,"ERG115",2.37,300.57,0,0,0,0.0209999994694954,"Non MPA","Non MPA",NA
"5913",2016,"12-Oct-16","Hart","French Polynesia",-17.6448,-149.613,3,"Bleaching (% of population)",0,"ERG115",2.59,300.58,0,0,0,0.021199999464443,"Non MPA","Non MPA",NA
"5914",2016,"26-Mar-16","Keswick Island Reefs - Connie Bay (Fringing reef leeward) Site 1","Australia",-20.8998,149.408,4,"Bleaching (% of population)",25,"ERG081",3.96,301.67,3800,2048,0,0.0727999981609173,"MPA","MPA",NA
"5915",2016,"26-Mar-16","Keswick Island Reefs - Coral Gardens (Back reef slope) Site 1","Australia",-20.8931,149.421,5,"Bleaching (% of population)",35,"ERG081",3.96,301.67,3800,0,0,0.0727999981609173,"MPA","MPA",NA
"5916",2016,"13-Mar-16","Temae","French Polynesia",-17.498,-149.756,1,"Bleaching (% of population)",0,"ERG115",0.212,303.042,0,0,0,0.0245999993785517,"Non MPA","Non MPA",NA
"5917",2017,"30-Apr-17","Temae","French Polynesia",-17.498,-149.756,1.5,"Bleaching (% of population)",3,"ERG115",1.29,302.362,0,0,0,0.0243999993836042,"Non MPA","Non MPA",NA
"5918",2017,"18-Nov-17","Temae","French Polynesia",-17.498,-149.756,2,"Bleaching (% of population)",0,"ERG115",0,300.534,0,0,0,0.0261999993381323,"Non MPA","Non MPA",NA
"5919",2016,"27-Mar-16","Wigton Island Reefs - Pioneer Reef (Fringing reef leeward) Site 2","Australia",-20.7377,149.465,5,"Bleaching (% of population)",100,"ERG081",3.65,301.56,0,0,0,0.0723999981710222,"MPA","MPA",NA
"5920",2016,"27-Mar-16","Wigton Island Reefs - Adi's Critters (Fringing reef leeward) Site 1","Australia",-20.7458,149.472,6,"Bleaching (% of population)",45,"ERG081",2.68,301.38,0,0,0,0.0723999981710222,"MPA","MPA",NA
"5922",2016,"14-Dec-16","Maharepa - Pharmacie","French Polynesia",-17.4833,-149.813,2,"Bleaching (% of population)",0,"ERG115",4.29,301.1,0,0,0,0.0273333326428353,"Non MPA","Non MPA",NA
"5923",2017,"30-Apr-17","Maharepa - Pharmacie","French Polynesia",-17.4833,-149.813,1.5,"Bleaching (% of population)",12,"ERG115",2.06,301.93,0,0,0,0.0233999994088663,"Non MPA","Non MPA",NA
"5925",2016,"01-Apr-16","Maharepa barriere","French Polynesia",-17.4748,-149.816,2.1,"Bleaching (% of population)",35,"ERG115",1.64,304.32,0,0,0,0.0359999990905635,"Non MPA","Non MPA",NA
"5926",2016,"15-Dec-16","Maharepa barriere","French Polynesia",-17.4748,-149.816,2,"Bleaching (% of population)",0,"ERG115",4.29,301.1,0,0,0,0.0273333326428353,"Non MPA","Non MPA",NA
"5927",2016,"12-Mar-16","Maharepa Pente Externe","French Polynesia",-17.4733,-149.817,10,"Bleaching (% of population)",17,"ERG115",1.21,303.14,0,0,0,0.0245999993785517,"Non MPA","Non MPA",NA
"5929",2016,"15-Dec-16","Pihaena barriere","French Polynesia",-17.4782,-149.839,2,"Bleaching (% of population)",0,"ERG115",5.82,301.57,0,0,0,0.0273333326428353,"Non MPA","Non MPA",NA
"5931",2016,"01-Apr-16","Piahena - Hilton","French Polynesia",-17.4849,-149.84,2.1,"Bleaching (% of population)",0,"ERG115",1.08,304.23,0,0,0,0.0359999990905635,"Non MPA","Non MPA",NA
"5932",2016,"14-Dec-16","Piahena - Hilton","French Polynesia",-17.4849,-149.84,2,"Bleaching (% of population)",0,"ERG115",5.82,301.57,0,0,0,0.0273333326428353,"Non MPA","Non MPA",NA
"5933",2017,"18-Nov-17","Piahena - Hilton","French Polynesia",-17.4849,-149.84,2,"Bleaching (% of population)",0,"ERG115",0,299.98,0,0,0,0.0247999993734993,"Non MPA","Non MPA",NA
"5934",2016,"30-Jan-16","Atiha tombant","French Polynesia",-17.5863,-149.853,3,"Bleaching (% of population)",0,"ERG115",1.14,301.65,0,0,0,0.0259999993431848,"Non MPA","Non MPA",NA
"5935",2016,"13-Feb-16","Atiha barriere","French Polynesia",-17.5931,-149.857,1.3,"Bleaching (% of population)",0,"ERG115",0,302.23,0,0,0,0.0233999994088663,"Non MPA","Non MPA",NA
"5936",2016,"30-Jan-16","Atiha frangeant","French Polynesia",-17.5871,-149.852,0.5,"Bleaching (% of population)",1,"ERG115",1.14,301.65,0,0,0,0.0259999993431848,"Non MPA","Non MPA",NA
"5937",2017,"03-Jun-17","Atiha frangeant","French Polynesia",-17.5871,-149.852,1,"Bleaching (% of population)",5,"ERG115",1.01,300.69,0,0,0,0.0261999993381323,"Non MPA","Non MPA",NA
"5938",2016,"05-Mar-16","Linareva","French Polynesia",-17.5506,-149.884,0.5,"Bleaching (% of population)",0,"ERG115",1.03,301.73,0,0,0,0.0227714279961739,"Non MPA","Non MPA",NA
"5940",2016,"09-Apr-16","Haapiti","French Polynesia",-17.5422,-149.902,2,"Bleaching (% of population)",0,"ERG115",1.64,302.51,0,0,0,0.0295999992522411,"Non MPA","Non MPA",NA
"5941",2016,"09-Apr-16","Tiahura","French Polynesia",-17.4903,-149.908,1.4,"Bleaching (% of population)",0,"ERG115",3.74,302.79,0,0,0,0.0315999992017169,"Non MPA","Non MPA",NA
"5942",2017,"06-May-17","Paea frangent","French Polynesia",-17.7156,-149.584,1,"Bleaching (% of population)",4,"ERG115",1.24,302.5,0,0,0,0.0223999994341284,"Non MPA","Non MPA",NA
"5943",2017,"06-May-17","Paea","French Polynesia",-17.7168,-149.586,1.5,"Bleaching (% of population)",7,"ERG115",1.24,302.5,0,0,0,0.0223999994341284,"Non MPA","Non MPA",NA
"5946",2016,"29-May-16","Hardy Reef - Hardy Reef (Back reef wall) Site 3","Australia",-19.7456,149.166,5,"Bleaching (% of population)",69,"ERG078",18.3,298.76,0,0,0,0.105999997322215,"MPA","MPA",NA
"5947",2017,"05-Aug-17","Hardy Reef - Hardy Reef (Back reef wall) Site 3","Australia",-19.7456,149.166,5,"Bleaching (% of population)",5,"ERG078",0,296.16,0,0,0,0.0627999984135386,"MPA","MPA",NA
"5948",2016,"29-May-16","Hardy Reef - Hardy Reef (Back reef wall) Site 1","Australia",-19.7458,149.166,5,"Bleaching (% of population)",130,"ERG078",18.3,298.76,0,0,0,0.105999997322215,"MPA","MPA",NA
"5949",2017,"05-Aug-17","Hardy Reef - Hardy Reef (Back reef wall) Site 1","Australia",-19.7458,149.166,5,"Bleaching (% of population)",0,"ERG078",0,296.16,0,0,0,0.0627999984135386,"MPA","MPA",NA
"5950",2016,"18-Feb-16","Puohine","French Polynesia",-16.879,-151.352,1,"Bleaching (% of population)",0,"ERG115",2.49,302.63,0,0,0,0.0251999993633945,"Non MPA","Non MPA",NA
"5961",2016,"12-Mar-16","Jardin de Corail (Coral Garden)","French Polynesia",-16.5491,-151.704,1,"Bleaching (% of population)",30,"ERG115",2.04,302.53,0,0,0,0.0257333326832547,"Non MPA","Non MPA",NA
"5962",2016,"20-Aug-16","Jardin de Corail (Coral Garden)","French Polynesia",-16.5491,-151.704,1,"Bleaching (% of population)",0,"ERG115",0,300.25,0,0,0,0.025399999358342,"Non MPA","Non MPA",NA
"5963",2017,"08-Apr-17","Jardin de Corail (Coral Garden)","French Polynesia",-16.5491,-151.704,1,"Bleaching (% of population)",0,"ERG115",1.57,302.06,0,0,0,0.033399999156245,"Non MPA","Non MPA",NA
"5964",2017,"29-Oct-17","Jardin de Corail (Coral Garden)","French Polynesia",-16.5491,-151.704,1,"Bleaching (% of population)",0,"ERG115",0,300.62,0,0,0,0.0249999993684469,"Non MPA","Non MPA",NA
"5972",2016,"04-Jun-16","Le Meridien/Manta (Pinacle)","French Polynesia",-16.4918,-151.71,2.5,"Bleaching (% of population)",35,"ERG115",2.9,301.08,0,0,0,0.0252571422190938,"Non MPA","Non MPA",NA
"5973",2016,"03-Dec-16","Le Meridien/Manta (Pinacle)","French Polynesia",-16.4918,-151.71,2.5,"Bleaching (% of population)",0,"ERG115",2.14,301.85,0,0,0,0.0241142851051076,"Non MPA","Non MPA",NA
"5974",2017,"20-May-17","Le Meridien/Manta (Pinacle)","French Polynesia",-16.4918,-151.71,2.5,"Bleaching (% of population)",5,"ERG115",1.04,301.25,0,0,0,0.0235999994038139,"Non MPA","Non MPA",NA
"5975",2017,"02-Nov-17","Le Meridien/Manta (Pinacle)","French Polynesia",-16.4918,-151.71,2.5,"Bleaching (% of population)",0,"ERG115",0,300.27,0,0,0,0.0241999993886566,"Non MPA","Non MPA",NA
